package,total_downloads
rPACI,2680
rPackedBar,3916
rpact,6100
rPAex,236
RPANDA,6594
rpanel,58828
rpart,919127
rpart.LAD,288
rpart.plot,544434
rpart.utils,11486
rpartitions,4664
rpartScore,6915
rpatrec,4715
rpca,5927
rpcdsearch,3827
RPCLR,4500
Rpdb,5951
rpdo,4872
RpeakChrom,3669
RPEClust,340
RPEGLMEN,968
RPEIF,2025
RPEnsemble,4240
RPESE,694
RPEXE.RPEXT,3197
rpf,106082
rpg,4584
rphast,7343
Rphylip,6022
Rphylopars,5133
rphylopic,3420
rpicosat,3102
rpinterest,3986
Rpipedrive,1857
rpivotTable,37693
rplos,9916
rplotengine,5184
RPMG,23714
RPMM,15258
rpmodel,676
rpms,4766
rpnf,3916
Rpoet,1234
Rpolyhedra,5445
Rpoppler,20309
rportfolios,5020
rpostgis,10362
rpostgisLT,3615
RPostgres,168396
RPostgreSQL,539314
rPowerSampleSize,4131
RPPairwiseDesign,4754
RPPanalyzer,4772
rpql,3809
rPraat,4872
rPref,9034
RPresto,14428
rprev,4822
rprime,4310
rprintf,16834
RProbSup,3809
Rprofet,3332
rprojroot,3104962
RProtoBuf,15175
RPS,3146
rpsftm,4708
rpst,3259
rpsychi,6771
RPtests,4756
rptR,8517
rpubchem,6170
RPublica,4549
RPushbullet,12283
RPyGeo,5605
rPython,21303
rQCC,1475
RQDA,20834
rqdatatable,14985
RQEntangle,3454
RQGIS,11370
rqPen,8650
Rquake,5282
RQuantLib,30047
Rquefts,745
rquery,38018
rr,4814
rr2,3725
Rramas,5921
rRAP,3418
rrat,723
RRate,3369
Rraven,4565
rray,1335
rrBLUP,17641
rrcov,315153
rrcov3way,3667
rrcovHD,7297
rrcovNA,6439
rrd,1526
Rrdrand,5076
rrecsys,5138
rredis,24231
rredlist,24769
RRedshiftSQL,3544
rrefine,4231
rreg,3506
rrepast,4845
rres,3062
RRF,59427
RRI,1450
rriskDistributions,15723
rrlda,20805
RRNA,4196
rroad,3397
rromeo,1816
rrpack,4123
RRphylo,3634
RRPP,17932
rrr,4155
RRreg,5767
rrscale,2393
rrtable,5449
RRTCS,4523
rrum,3346
RSA,7470
RSADBE,6027
rsae,6838
RSAGA,32586
Rsagacmd,1373
RSAlgaeR,3197
rsample,135605
Rsampletrees,4592
Rsampling,3717
RSarules,3269
rsatscan,5430
RSauceLabs,3813
RSCABS,2989
rscala,11748
RSCAT,2177
RScelestial,305
rscielo,1219
rscimark,3633
RSclient,36315
Rsconctdply,3054
rsconnect,18330299
rscontract,944
rscopus,21821
rscorecard,5566
RSDA,6702
rsdepth,4772
rsdmx,28246
RSE,3263
rSEA,3381
rsed,3447
RSeed,4412
rseedcalc,4990
RSEIS,14092
RSelenium,57028
rsem,7434
RSentiment,9528
Rserve,150262
rsf,1527
rSFA,5023
rsgcc,5431
RSGHB,12381
rSHAPE,1571
RSiena,27405
RsimMosaic,4284
rsimsum,4916
rsinaica,3561
RSIP,3696
RSiteCatalyst,30406
RSKC,6120
rskey,1586
rsleep,1327
rslp,4460
rslurm,6085
rsm,53364
RSmartlyIO,4841
Rsmlx,3879
rsMove,4405
RSNNS,69803
rsnps,6596
RSNPset,4250
RSocrata,15261
rsoi,4858
Rsolnp,237820
rsolr,3810
Rsomoclu,6418
rspa,6903
rSPARCS,4069
rsparkling,79754
rsparse,3369
Rspc,3114
rSPDE,1120
RSpectra,304190
RSpincalc,4623
Rspotify,4217
rsppfp,3217
RSPS,3854
rsq,24531
RSQLite,1315315
rSQM,3251
Rssa,10357
RSSampling,3430
RSSL,4695
RSSOP,3600
rstack,3784
rstackdeque,5708
rstan,541039
rstanarm,154317
rstanemax,1785
rstantools,168910
rstap,3088
RStata,8188
rstatix,5331
rstatscn,4449
rstiefel,6965
RStoolbox,25208
RStorm,4725
rstpm2,7448
rstream,7671
RStripe,4762
rstudioapi,4430783
rsubgroup,3972
RSuite,5229
rsurface,3139
rsurfer,3088
Rsurrogate,3845
RSurvey,8259
rsvd,108604
rsvg,162560
RSvgDevice,5227
RSVGTipsDevice,6499
RSwissMaps,4897
rSymbiota,1730
Rsymphony,32434
rSymPy,9603
rsyslog,2017
rt.test,3331
rt3,3371
rTableICC,4595
rtape,5088
Rtauchen,3930
RTaxometrics,3938
RTConnect,4857
RTD,3007
RTDE,5098
rtdists,8956
rtematres,4675
rTensor,6826
rTephra,2906
RTest,3986
rtext,4648
Rtextrankr,3550
RtextSummary,1738
RTextureMetrics,4796
rtf,14670
rtfbs,5336
rticles,103309
rtide,3636
rtiff,11790
rtika,4581
rtimicropem,3478
rtip,3492
rtk,4911
rtkore,7729
rtmpt,1067
Rtnmin,4234
RTOMO,5761
rtop,7093
rTorch,1393
Rtrack,520
RTransferEntropy,5301
RTransProb,4107
rtrek,3624
rtrends,3397
RTriangle,6505
rtrim,4437
rTRNG,1552
rts,10944
rtsdata,3210
Rtsne,332522
rtson,4076
rtsplot,3184
Rttf2pt1,292824
RtutoR,5143
Rtwalk,3935
rtweet,77718
rtype,4291
rtypeform,4409
rubias,4211
rucm,11938
rucrdtw,5272
rugarch,155426
ruimtehol,4281
ruin,2650
ruler,4663
rUnemploymentData,6426
RUnit,255102
runittotestthat,3760
Runiversal,5864
runjags,36463
runner,4159
runstats,3516
Runuran,29182
RunuranGUI,4834
rusda,3941
rusk,3082
rust,12131
ruta,3482
ruv,15929
rv,5519
RVAideMemoire,50753
rvalues,3908
Rvcg,11815
rvcheck,128072
RVenn,2273
RVerbalExpressions,829
rversions,983033
rvertnet,13068
rvest,3602172
RVFam,4211
rvg,50519
rvgtest,4881
rvHPDT,4722
RVideoPoker,4009
RViennaCL,9520
rviewgraph,2897
rvinecopulib,5618
rvkstat,1711
Rvmmin,15894
Rvoterdistance,3347
RVowpalWabbit,2410
rvTDT,4374
RVtests,4654
rwalkr,4815
rwars,4155
Rwave,12419
rwavelet,3196
rWBclimate,4999
RWBP,4297
rwc,3214
RWDataPlyr,3219
RWebLogo,4827
rwebstat,1767
RWeka,198144
RWekajars,113307
rwfec,3697
rwhatsapp,1628
Rwhois,3065
RWiener,21956
RWildbook,3612
rWind,5871
RWinEdt,2930
Rwinsteps,5412
rWishart,3755
Rwordseg,3247
rworldmap,120474
rworldxtra,16768
RWsearch,2938
rwstats,256
rwt,7783
rwty,3843
rwunderground,5975
RxCEcolInf,6160
RXKCD,8378
RXMCDA,5360
Rxnat,2529
RxnSim,4664
RxODE,10984
rxSeq,3295
RXshrink,7768
rxylib,4047
Ryacas,13430
Ryacas0,886
ryandexdirect,4627
RYandexTranslate,4887
rym,5241
RYoudaoTranslate,4690
ryouready,5539
rYoutheria,4388
rysgran,5319
RZabbix,4047
rzeit2,3454
RZigZag,4469
rzmq,16500
RZooRoH,3726
s2,4398
s20x,21824
s2dverification,12179
s2net,0
S2sls,5008
s4vd,8278
saasCNV,3479
sabarsi,1083
sabre,3988
sac,6397
saccades,4527
SACCR,5557
SACOBRA,4549
SADEG,3490
SADISA,3645
sadists,6839
sads,7186
sae,7500
sae2,6147
saemix,6211
saeRobust,3563
saery,4474
saeSim,5123
SAFD,5725
SafeBayes,3864
safeBinaryRegression,5556
SafeQuant,3673
safer,5341
safetyGraphics,2917
SAGMM,2465
sAIC,3356
sail,235
SailoR,631
SALES,3919
salesforcer,6930
salso,1413
SALTSampler,3881
salty,2927
SAM,6807
sambia,2957
samc,934
SAMCpack,2952
SAMM,3543
Sample.Size,5298
sampler,4787
SamplerCompare,6692
sampleSelection,45131
samplesize,7059
SampleSize4ClinicalTrials,4450
samplesize4surveys,6092
samplesizeCMH,4267
samplesizelogisticcasecontrol,3622
SampleSizeMeans,5824
SampleSizeProportions,5832
sampling,65132
SamplingBigData,5050
samplingbook,10333
samplingDataCRT,3432
samplingEstimates,4546
SamplingStrata,7709
samplingVarEst,7234
sampSurf,5093
samr,15625
SAMUR,4106
SAMURAI,4860
samurais,1144
sand,9073
sandwich,1839275
SanFranBeachWater,3398
sanitizers,4406
sankey,5706
sankeywheel,601
santaR,2910
santoku,0
SanzCircos,3028
sanzo,0
saotd,2336
sapa,18234
sapfluxnetr,2242
SAPP,5244
saqgetr,1609
SAR,2970
sarima,10212
SARP.compo,4026
SARP.moodle,4123
sars,4383
sas7bdat,73887
SAScii,11333
sasMap,3484
SASmarkdown,4353
SASmixed,6883
SASPECT,4871
sass,16336
SASxport,12358
satellite,164596
satscanMapper,3138
saturnin,4139
SAutomata,3095
SAVE,4990
SAVER,4420
saves,5169
saws,5851
sazedR,3645
sBF,4997
sbfc,3602
sbgcop,6367
sBIC,4065
sbioPN,4540
sbl,3095
sbmSDP,3699
sboost,3077
sbpiper,3403
SBRect,4333
sbrl,4251
SBSA,4913
SBSDiff,3249
sbtools,2409
sbw,30
scagnostics,33871
Scale,11650
scaleboot,4348
Scalelink,2567
scales,6430538
scalpel,3174
scalreg,25074
scam,22467
scan,4762
scanstatistics,3784
scape,5770
scar,5030
scaRabee,5327
SCAT,3443
scatr,3560
scatterD3,18147
scatterpie,10806
scatterplot3d,817668
SCBiclust,2361
scBio,4067
SCBmeanfd,4942
scbursts,2945
SCCI,2868
scclust,4805
sccr,1322
SCCS,3321
scdensity,3045
scdhlm,3476
scenario,3687
SCEPtER,4127
SCEPtERbinary,4456
SCGLR,4926
scgwr,1952
schoenberg,3335
scholar,11125
schoolmath,8304
schoRsch,7852
schrute,515
schumaker,127010
SCI,5999
scico,36684
scidb,5060
scientoText,3629
scifigure,3476
SCINA,3640
scio,4651
sciplot,71529
SciViews,11236
sclero,3292
sclr,930
SCMA,10162
scmamp,5895
scModels,1809
scoper,3228
scopr,3619
SCOR,617
score,4262
scorecard,17629
scorecardModelUtils,3705
ScoreGGUM,4408
scorepeak,1027
ScorePlus,1617
scorer,4303
SCORER2,4611
scoring,6248
scoringRules,14245
SCORPIUS,4499
ScottKnott,7947
ScottKnottESD,4256
scout,5114
scPDSI,3568
SCperf,21243
scpm,3591
SCPME,2892
ScrabbleScore,4410
scraEP,3530
scrapeR,11548
ScreenClean,4608
scrime,17825
scriptests,5778
scriptexec,3675
scriptName,2303
scriptuRs,2824
scrm,5520
scRNAtools,2742
scrobbler,3151
SCRSELECT,3989
SCRT,20961
scrubr,4761
scrypt,3220
scs,17556
scTenifoldNet,333
SCtools,259
sctransform,60605
scuba,5637
SCVA,9861
sda,27619
SDaA,7152
SDALGCP,3184
SDAR,593
sdat,3947
sdcHierarchies,5100
sdcMicro,13902
sdcSpatial,1603
sdcTable,12040
sdcTarget,4173
SDD,5920
SDDE,4178
sddpack,4748
sde,27439
sdef,5441
SDLfilter,4681
sdm,7921
SDMPlay,3597
sdmpredictors,5430
SDMTools,179813
SDMtune,2341
sdmvspecies,4885
sdnet,5812
sdols,4288
sdPrior,4366
sdprisk,5507
sdpt3r,3915
SDraw,5228
sdStaf,3184
SDT,2976
sdtoolkit,5123
sdwd,5108
SEA,3000
seaaroundus,3440
seacarb,17367
seagull,0
sealasso,4647
searchable,4682
searchConsoleR,11925
searcher,5188
SearchTrees,6180
seas,10008
SEAsic,4188
season,9033
seasonal,92405
seasonalview,10643
seastests,4340
seawaveQ,4322
SECFISH,1149
SEchart,4468
SecKW,3702
SECP,4405
secr,18836
secrdesign,8103
secret,5897
secrlinear,4621
secsse,1727
secure,3641
securitytxt,3831
see,13447
seeclickfixr,4009
SeedCalc,3240
seedCCA,3260
seedwater,2330
SEER2R,4861
SEERaBomb,6472
SeerMapper,3201
SeerMapper2010East,3137
SeerMapper2010Regs,3169
SeerMapper2010West,3401
SeerMapperEast,3162
SeerMapperRegs,3183
SeerMapperWest,3421
seewave,33886
seg,9558
segclust2d,3810
SegCorr,4519
segmag,4413
segmented,198505
segmenTier,2572
Segmentor3IsBack,6367
segmentr,3074
segMGarch,3854
segRDA,1348
segregation,4068
seismic,3899
seismicRoll,6333
sejmRP,3994
Sejong,49983
SEL,9261
selac,2555
Select,6501
selectapref,3782
SelectBoost,1862
selectiongain,5987
selectiveInference,7511
selectMeta,5504
selectr,3122761
selectspm,4312
SeleMix,5248
seleniumPipes,5417
SELF,3369
selfea,3899
selfingTree,3999
SelvarMix,4450
sem,255592
semantic.dashboard,7996
Semblance,3196
semdiag,5606
semdrw,2999
semds,4922
semEff,342
semiArtificial,6107
SemiCompRisks,7460
SEMID,5700
SemiMarkov,6498
seminr,5544
SemiPar,15116
SEMModComp,5761
semnar,1097
SemNeT,1429
SemNetCleaner,4583
SemNetDictionaries,2604
semPlot,82071
semPLS,8391
semPower,3062
SEMrushR,3079
semsfa,6153
semTable,2231
semTools,87601
semtree,5016
semver,41593
sen2r,1312
sendmailR,96107
sendplot,8651
sensemakr,1317
sensibo.sky,1533
sensiPhy,4283
sensitivity,25192
sensitivity2x2xk,4047
sensitivityCalibration,2956
SensitivityCaseControl,4688
sensitivityfull,3717
sensitivitymult,3702
sensitivitymv,5561
sensitivitymw,5024
sensitivityPStrat,4870
sensmediation,2828
SensMixed,4354
sensobol,2905
SensoMineR,11803
sensors4plumes,3153
sensory,4048
sensR,6999
SenSrivastava,5880
senstrat,3451
SensusR,4936
SentimentAnalysis,19746
sentimentr,33962
sentometrics,5345
sEparaTe,4032
separationplot,6207
seplyr,7867
SeqAlloc,3819
seqCBS,5212
seqDesign,5091
SeqFeatR,4373
seqgendiff,1402
SeqGrapheR,3428
seqHMM,7409
seqICP,3743
seqinr,130950
SeqMADE,3601
seqmagick,378
seqMeta,5523
seqminer,10724
seqmon,4987
SeqNet,1381
seqRFLP,6669
seqtest,3804
sequences,4934
SequenceSpikeSlab,247
Sequential,8802
SequentialDesign,3201
sequenza,6693
sequoia,4867
sergeant,3961
serial,6524
seriation,295121
serieslcb,3831
seroincidence,4197
serpstatr,0
serrsBayes,3620
servosphereR,2689
servr,111665
sesem,4652
session,8398
sessioninfo,1887306
set,1150
set6,134
SetMethods,7326
SETPath,4415
SetRank,4583
setRNG,42223
sets,41796
setter,3662
SetTest,3690
settings,20637
Seurat,155290
severity,4716
sf,1257450
sfa,8407
sfadv,3430
sfc,3784
sfdct,3540
sFFLHD,3846
sfheaders,1117
sfinx,3730
SFS,3813
sfsmisc,220333
sft,5472
SFtools,3416
SGB,1763
SGCS,5792
sgd,2595
sgee,3506
sgeostat,77284
SGL,6293
sglasso,5225
sglg,4077
sglOptim,5348
sglr,4222
sgmcmc,4292
sgmodel,2994
sGMRFmix,3224
sgof,8907
SGP,7590
SGPdata,7954
sgPLS,4857
sgr,5027
sgRSEA,3844
sgt,5650
shades,32603
shadow,5357
shadowtext,6118
shallot,4300
shape,287978
ShapeChange,4083
shapefiles,67584
ShapePattern,3830
shapeR,4089
shapes,23992
ShapeSelectForest,4057
SHAPforxgboost,1965
shapper,4554
shar,4106
sharpData,1324
SharpeR,6900
sharpeRratio,4823
sharpr2,3259
sharx,4874
shazam,7717
SHELF,4977
shelltrace,3020
shiftR,3599
ShiftShareSE,994
shiny,4947476
shiny.i18n,4624
shiny.router,4388
shiny.semantic,9613
shinyAce,88260
shinyaframe,3752
shinyalert,32111
shinyanimate,4790
shinybootstrap2,5425
shinyBS,111322
shinybusy,4674
shinycssloaders,95902
shinycustomloader,9768
shinydashboard,481985
shinydashboardPlus,68341
shinyDND,4864
shinyEffects,17163
shinyEventLogger,3690
shinyFeedback,7140
shinyFiles,81086
shinyglide,1906
shinyHeatmaply,5473
shinyhelper,7099
shinyhttr,2438
ShinyImage,3592
ShinyItemAnalysis,8316
shinyjqui,32174
shinyjs,486275
shinyKGode,3499
shinyloadtest,0
shinylogs,2676
shinyLP,6269
shinymanager,2860
shinymaterial,13544
shinyMatrix,5537
shinyML,1769
shinyMobile,454
shinyMolBio,1864
shinyrecap,2948
shinyRGL,5647
shinyShortcut,4869
shinySIR,0
shinystan,210283
shinytest,53957
ShinyTester,3787
shinythemes,367189
shinyTime,15406
shinytoastr,6234
shinyTree,13174
shinyWidgets,284866
SHIP,4990
shipunov,3738
shock,3817
shopifyr,5072
shortcuts,469
ShortForm,4978
shotGroups,7144
showimage,48898
showtext,93027
showtextdb,73897
shp2graph,6585
shrink,6455
ShrinkCovMat,5253
shrinkTVP,2065
SHT,3372
shuffle,5006
shuffleCI,2937
shutterstock,2987
SI,3253
siar,9317
SIBER,6505
SIBERG,3303
sicegar,4153
SID,4580
sideChannelAttack,5066
SIDES,5469
sidier,5005
sidrar,23777
siebanxicor,3162
SiER,3509
sievePH,2691
sievetest,4240
SIfEK,2946
sig,5013
sigclust,10451
SightabilityModel,4979
sigInt,289
sigmajs,4769
sigmaNet,3422
sigminer,1824
sigmoid,12315
SIGN,3212
signal,106313
signalHsmm,4093
SignifReg,7284
signmedian.test,5687
signnet,0
signs,935
SigOptR,3613
sigora,3936
sigQC,3961
sigr,13371
SigTree,5787
SII,5017
siland,3783
SILGGM,3375
silicate,891
SILM,2874
Sim.DiffProc,15221
Sim.PLFN,3245
sim1000G,3714
simba,6954
SimBIID,1312
simboot,5452
simcausal,5104
simcdm,4596
SimComp,36498
SimCop,3123
SimCorMultRes,5921
SimCorrMix,3329
simctest,5600
SimDesign,25497
SimDissolution,820
simdistr,3346
simecol,11172
simEd,4443
simest,4012
SimEUCartelLaw,2952
simex,10977
simexaft,6122
simExam,1249
simfinR,352
simFrame,6974
simglm,4540
SimHaz,4114
SimilaR,3824
SimilarityMeasures,6404
Simile,5124
SimInf,5044
simIReff,2949
SimJoint,1780
simLife,4256
simmer,15782
simmer.bricks,4015
simmer.plot,8809
simml,1660
simMP,3225
simmr,7184
SIMMS,6366
simMSM,5133
SimMultiCorrData,4360
simode,5329
simone,5037
simPATHy,3604
simPH,7587
SimPhe,3631
simpleboot,16340
simpleCache,4278
simplegraph,5507
simpleNeural,3833
simplePHENOTYPES,292
simpleRCache,3954
simpleSetup,3459
SimpleTable,5473
simplexreg,4871
SimplicialCubature,5569
SimplifyStats,3428
simPop,5746
Simpsons,4848
simputation,10759
simr,12905
SimRAD,5017
SimReg,4104
simrel,4899
SiMRiv,4562
SimRVPedigree,3249
SimRVSequences,2404
simsalapar,5725
SimSCRPiecewise,4306
simsem,8263
SimSeq,4343
simsl,684
simstandard,2880
simstudy,11213
simSummary,4423
simsurv,5599
simTargetCov,725
simtimer,3867
SimTimeVar,3293
simTool,5386
simts,2202
SimuChemPC,4599
simukde,3076
simulator,4422
simule,3784
SimVitD,2137
SIN,6090
sinaplot,4567
sindyr,3268
sinew,4578
SingleCaseES,4737
sinib,3654
SinIW,3700
siplab,7053
sirad,7186
SIRE,3123
SIRItoGTFS,3093
sirt,108830
sirus,1105
SIS,12362
sisal,3726
SISIR,3342
sismonr,2220
sisVIVE,4557
sitar,8172
SitesInterest,2901
sitmo,52126
sitools,5443
sitree,4315
sitreeE,3818
SixSigma,13098
SizeEstimation,3718
sizeMat,4862
SiZer,6481
sjdbc,5227
sjlabelled,295368
sjmisc,283842
sjPlot,185327
sjstats,208207
SK,2928
SKAT,10931
skda,4500
skedastic,0
skeleSim,3525
skeletor,3617
skellam,24085
SkewHyperbolic,124355
skewt,22202
Skillings.Mack,5079
skimr,175683
sklarsomega,3010
skm,3120
skmeans,15539
skpr,5729
Sky,3551
skynet,3584
skyscapeR,3186
SkyWatchr,3821
slackr,42668
slam,667650
SLC,7743
sld,5299
SLDAssay,4143
sleekts,4761
sleepr,3476
sleepwalk,2970
SLEMI,498
Sleuth2,23675
Sleuth3,21427
slfm,4807
slga,1226
SLHD,5236
SLICER,3883
slickR,9620
SLIDE,3149
slideview,2657
slim,3482
slimrec,3190
slippymath,6338
slm,1443
sloop,7298
SLOPE,6672
slouch,3350
slowraker,3981
slp,4439
slurmR,7
sm,149701
smaa,5760
smac,4326
smacof,25171
smacpod,6396
smallarea,3676
SmallCountRounding,3724
smam,4878
smapr,4744
SMARTAR,497
smartdata,4019
SmartEDA,5607
SmarterPoland,7980
SMARTp,1676
smartR,2649
SmartSifter,3252
smartsizer,3209
SmartSVA,4938
smatr,11542
smbinning,49532
SMC,4890
SmCCNet,2136
smcfcs,9221
smco,4741
SMCRM,5563
smcure,5835
smdata,4832
smdc,4438
smds,5056
smerc,6671
SMFI5,5013
SMFilter,3112
smfsb,5278
smicd,3426
smirnov,4910
Smisc,6253
SmithWilsonYieldCurve,5915
SMITIDstruct,3038
SMITIDvisu,2831
SMLoutliers,3562
SMM,3427
SMMA,3386
SMNCensReg,5158
smnet,4488
smog,180
smoke,173
smoof,28324
smooth,109896
smoothAPC,3824
smoother,15956
SmoothHazard,5519
smoothHR,5925
smoothie,5302
smoothmest,6999
smoothr,6783
smoothROCtime,3124
smoothSurv,9552
smoothtail,5450
SmoothWin,3983
smoots,520
smotefamily,11941
smovie,3629
smpic,3339
SMPracticals,11914
SMR,5630
sms,5170
smss,4800
smurf,3693
SMUT,3747
SMVar,6442
sn,107529
sna,261382
snahelper,2199
snakecase,239596
SnakesAndLaddersAnalysis,4520
snappier,3004
snapshot,4941
snfa,2581
SNFtool,7327
snht,4896
snipEM,4934
snn,5110
snnR,3431
snotelr,3147
snow,473952
SnowballC,623854
snowboot,4319
snowfall,95942
snowflakes,3336
snowFT,23351
snp.plotter,5633
snpar,7150
SNPassoc,20975
snpEnrichment,4713
SNPknock,3932
snplist,5641
sNPLS,4083
SNPmaxsel,5240
SNPMClust,4556
snpReady,4710
snpStatsWriter,2585
sns,5131
SNscan,3653
SNSequate,1637
SOAR,6411
sobir,416
sobolnp,2028
SobolSequence,3435
soc.ca,5747
socceR,1504
social,3344
socialmixr,4133
SocialNetworks,4442
SocialPosition,4613
sociome,1578
socviz,6653
SoDA,8249
sodavis,3705
SODC,4447
sodium,60162
sofa,6140
Sofi,3772
SOFIA,3604
softclassval,5022
SoftClustering,4827
softImpute,17641
softmaxreg,3905
SoftRandomForest,1713
SOIL,3823
soilassessment,563
soilcarbon,3345
SoilHyP,3839
soilphysics,6219
SoilR,5531
soiltexture,10437
soilwater,5180
Sojourn,2037
Sojourn.Data,1862
sokoban,3155
solaR,8878
solarius,2182
solarPos,3910
solartime,5674
solitude,6506
SOLOMON,4797
solrad,3254
solrium,33102
solvebio,5422
SolveRationalMatrixEquation,3050
som,55779
som.nn,3479
soma,24935
SOMbrero,5849
somebm,4949
someKfwer,4891
someMTP,6401
sommer,13012
somplot,4840
somspace,1964
sonar,3690
SongEvo,2457
sonicLength,5098
sonicscrewdriver,465
sonify,3504
SOPIE,3691
soptdmaeA,3496
soql,4128
SOR,4427
SorptionAnalysis,3535
sortable,579
SortableHTMLTables,5679
SortedEffects,2198
sorvi,4866
sos,26496
sotkanet,4631
sotu,3566
sound,5908
soundcorrs,0
soundecology,6682
SoundexBR,4543
soundgen,12642
SOUP,4186
source.gist,4721
sourceR,3957
SourceSet,3455
sourcetools,3721047
SoyNAM,4136
sp,2576988
sp23design,4522
spaa,7869
SpaCCr,3308
space,5997
spacejam,4606
spaceNet,3371
spacesRGB,4202
spacesXYZ,4178
spacetime,162698
spacodiR,5190
spacom,5727
spacyr,114925
SPADAR,3518
spAddins,4004
SpadeR,4798
SpaDES,6963
SpaDES.addins,5831
SpaDES.core,9662
SpaDES.tools,8551
spaero,4530
spagmix,2737
spam,417973
spam64,25629
spaMM,34029
spanel,5148
spanish,3757
spANOVA,1692
spant,5164
SPAr,4581
sparcl,9245
spark.sas7bdat,4364
sparkavro,27135
sparkbq,4141
sparkhail,172
sparkline,47738
sparklyr,2019680
sparklyr.nested,20897
SparkR,365707
sparkTable,6652
sparktex,5005
sparktf,3714
sparkwarc,3613
sparkxgb,17652
SPARQL,11378
sparr,9278
sparseBC,4609
SparseBiplots,1458
sparsebn,4945
sparsebnUtils,5608
SparseDC,3431
sparseEigen,3300
SparseFactorAnalysis,4543
sparseFLMM,4391
SparseGrid,10575
sparseHessianFD,6083
sparseIndexTracking,3863
sparseinv,6135
sparseLDA,23261
SparseLPM,2876
sparseLTSEigen,4470
SparseM,1832296
sparseMatEst,1877
SparseMDC,2701
SparseMSE,2533
sparseMVN,6705
sparsenet,4765
sparsepca,4529
sparsepp,47620
sparsereg,4047
sparseSEM,5259
sparsestep,3280
sparsesvd,34076
sparseSVM,4175
SparseTSCGM,4760
sparsevar,5817
sparsio,3599
SPAS,2740
spate,5485
SpatEntropy,3112
SPAtest,4835
spatgraphs,7498
spatial,65816
spatial.tools,9572
SpatialAcc,3547
SpatialBall,3099
spatialClust,3534
spatialCovariance,8395
spatialEco,26362
SpatialEpi,23160
SpatialEpiApp,3893
spatialfil,5253
SpatialFloor,3539
spatialfusion,1526
SpatialGraph,3174
SpatialKDE,280
spatialkernel,5675
SpatialML,1850
spatialnbda,3924
SpatialNP,7410
SpatialPack,22048
SpatialPosition,7688
spatialprobit,9037
spatialreg,39107
spatialrisk,4332
spatialsegregation,8045
SpatialTools,9361
SpatialVS,3016
SpatialVx,6710
spatialwarnings,3677
spatialwidget,8216
SpaTimeClus,3420
SpatioTemporal,7057
SpatMCA,3877
SpatPCA,4784
SpATS,6440
spatsoc,3925
spatstat,259868
spatstat.data,172788
spatstat.Knet,1115
spatstat.local,3923
spatstat.utils,182302
spatsurv,7360
spbabel,11665
spBayes,14900
spBayesSurv,6501
spBFA,482
Spbsampling,4626
spc,10037
spc4sts,4796
spcadjust,5096
SPCALDA,3738
SPCAvRP,3665
SPCDAnalyze,2414
spcosa,8457
spcov,5437
spCP,2998
spcr,4714
spd,106161
spData,390392
spdep,459928
spdownscale,3710
spdplyr,9787
spduration,4343
spdynmod,6247
spe,6564
speaq,10293
spearmanCI,3384
spec,4640
speccalt,4351
SpecDetec,3084
SpecHelpers,4407
SPECIES,5591
SpeciesMix,5032
specklestar,2957
SpecsVerification,13478
spectacles,3408
spectral,7346
spectral.methods,5326
spectralAnalysis,3561
spectralGP,5586
spectralGraphTopology,2102
SpectralMap,3612
spectrino,2205
spectrolab,3748
Spectrum,4564
SPEDInstabR,4713
speech,104
speedglm,73391
spef,4417
speff2trial,5634
SPEI,18730
spellcheckr,3481
spelling,273662
spemd,2941
sperich,4792
sperrorest,6523
spex,6248
spfrontier,6916
spFSR,3168
spftir,3293
spGARCH,3819
spgrass6,11266
spgs,5723
spgwr,20412
sphereplot,6786
SphericalCubature,5497
SphericalK,4531
sphet,18026
spi,6858
SPIAssay,4947
spider,6271
spiderbar,9128
spiders,4253
SPIGA,3655
spikes,3405
spikeslab,20969
spikeSlabGAM,6752
SPIn,5342
SPINA,3197
spinBayes,1491
spind,5394
spinebil,1036
spinifex,2401
spinyReg,3780
spiR,0
spiritR,1787
splancs,120463
splashr,5754
splines2,25654
splinetree,3230
splitFeas,3022
splitfngr,3753
splithalf,4045
splithalfr,1252
SplitReg,2010
SplitSoftening,3378
splitstackshape,102604
splitTools,0
splm,43843
splot,4538
spls,75540
splus2R,66348
splusTimeDate,7617
splusTimeSeries,6165
spm,5597
spm12r,4333
spMaps,4370
spMC,5744
SPmlficmcm,4875
spmoran,6984
spnet,3771
SpNetPrep,2690
SpNMF,2958
spnn,3326
spNNGP,3670
spocc,17168
SPODT,4826
spongebob,4207
spongecake,3414
sporm,4786
sport,3226
SportsAnalytics,6497
SPOT,7066
spotGUI,3225
spotifyr,8806
spp,3001
SPPcomb,3489
sppmix,3604
spray,7374
spread,1284
spreadr,3116
SPREDA,8348
SPreFuGED,3390
SPreg,2688
sprex,4415
sprintr,1158
sprm,4513
sprsmdl,4500
SPRT,4432
spsann,5885
spselect,4351
spsh,2443
spsi,3613
SPSL,5158
spsur,2932
spsurvey,12238
spt,5359
spTDyn,3659
sptemExp,4010
spThin,11295
spTimer,9235
sptm,4718
spuRs,7470
SPYvsSPY,3437
SQB,3181
SQDA,3783
sqldf,606989
sqliter,6017
sqlparseR,921
SqlRender,11179
sqlscore,4535
sqlutils,5898
SQN,5430
SQRL,5529
SQUAREM,824723
squash,9376
squid,3799
sra,4875
SRCS,3698
